ano;id_municipio;vab_agropecuaria;vab_industria;vab_servicos;vab_adm_publica;vab_total;pib;pib_per_capita;atividade_1;atividade_2;atividade_3
2022;1720200;;;;;;233758.434;17654.14;;;
2022;1720259;;;;;;49679.838;20830.12;;;
2022;1720309;;;;;;61444.097;14986.37;;;
2022;1720499;;;;;;178992.814;40477.8;;;
2022;1720655;;;;;;286765.15;56140.4;;;
2022;1720804;;;;;;160124.367;14785.26;;;
2022;1720853;;;;;;160087.978;101514.25;;;
2022;1720903;;;;;;314405.168;22439.88;;;
2022;1720937;;;;;;35214.062;17424.08;;;
2022;1720978;;;;;;162121.482;66010.38;;;
2022;1721000;;;;;;11951579.262;39484.29;;;
2022;1721109;;;;;;159208.868;21344.53;;;
2022;1721208;;;;;;448286.06;19822.51;;;
2022;1721257;;;;;;111988.042;58663.2;;;
2022;1721307;;;;;;38382.804;20481.75;;;
2022;1722081;;;;;;192953.934;18338.14;;;
2022;1722107;;;;;;598803.994;56936.77;;;
2022;2100055;;;;;;4148952.591;38939.02;;;
2022;2100105;;;;;;117492.738;19123.17;;;
2022;2100154;;;;;;120773.934;9946.79;;;
2022;2100204;;;;;;153680.475;8322.35;;;
2022;2100303;;;;;;369369.725;15862.31;;;
2022;2100402;;;;;;79335.962;12305.87;;;
2022;2100436;;;;;;359926.42;14967.0;;;
2022;2100477;;;;;;282348.467;10982.05;;;
2022;2100501;;;;;;787087.276;70851.32;;;
2022;2100550;;;;;;77337.043;10786.2;;;
2022;2100600;;;;;;435131.53;11731.46;;;
2022;2100709;;;;;;236141.823;9325.56;;;
2022;2100808;;;;;;178126.335;12914.26;;;
2022;2100832;;;;;;152577.866;8709.28;;;
2022;2100873;;;;;;112188.411;10032.95;;;
2022;2100907;;;;;;311060.571;7965.29;;;
2022;2100956;;;;;;296103.505;11602.8;;;
2022;2101004;;;;;;363216.594;12324.12;;;
2022;2101103;;;;;;106711.893;9051.05;;;
2022;2101202;;;;;;1748315.383;16857.57;;;
2022;2101251;;;;;;450355.125;26544.57;;;
2022;2101301;;;;;;138556.108;8505.59;;;
2022;2101350;;;;;;45480.38;8654.69;;;
2022;2101400;;;;;;8010408.203;78830.19;;;
2022;2101509;;;;;;293767.556;15474.48;;;
2022;2101608;;;;;;1034428.506;12237.12;;;
2022;2101707;;;;;;753456.182;11488.59;;;
2022;2101731;;;;;;91671.896;10835.92;;;
2022;2101772;;;;;;124651.082;10608.6;;;
2022;2101806;;;;;;95654.509;17490.31;;;
2022;2101905;;;;;;158757.742;8108.16;;;
2022;2101939;;;;;;105329.244;18035.83;;;
2022;2101970;;;;;;80574.272;10638.27;;;
2022;2102002;;;;;;502148.553;15150.05;;;
2022;2102036;;;;;;425063.798;14862.89;;;
